0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170
23.0706455542,22.2302070646,22.4555420219,23.8148599269,24.3373934227,23.2971985384,22.2557856273,23.0974421437,23.4957369062,22.1619975639,21.1157125457,21.8355663825,21.8574908648,21.6857490865,21.4518879415,23.7417783191,22.5493300853,21.0097442144,26.2131546894,26.8855054811,27.7503045067,28.2618757613,28.1120584653,28.0243605359,26.419001218,27.7344701583,25.0523751523,26.6492082826,25.5761266748,27.2387332521,26.0950060901,23.8136419001,23.5298416565,23.8842874543,23.6906211937,23.2350791717,23.1035322777,22.8964677223,23.2387332521,23.5602923264,22.7637028015,22.4945188794,22.7831912302,22.3970767357,22.1595615104,22.2606577345,22.1230207065,20.7369062119,20.8647990256,21.2119366626,20.9183922046,21.0828258222,20.7819732034,21.1936662607,21.227771011,20.9890377588,20.5408038977,20.5054811206,20.868453106,20.1120584653,20.3629719854,20.2387332521,20.8855054811,19.2984165652,19.6552984166,19.3897685749,19.1839220463,18.9780755177,19.5225334957,20.3958587089,18.4275274056,17.7040194884,19.4531059683,19.9841656516,21.4470158343,20.4640682095,20.6309378806,20.6370280146,21.706455542,20.7466504263,21.5615103532,20.9732034105,22.1157125457,21.3897685749,20.9196102314,20.6552984166,20.2302070646,20.0487210719,20.1449451888,21.4348355664,20.412911084,20.9658952497,20.3982947625,21.9987819732,29.6954933009,27.3300852619,26.9025578563,25.4202192448,22.6894031669,21.0158343484,22.3897685749,24.4202192448,24.2387332521,23.8842874543,25.0146163216,24.3276492083,23.7442143727,22.7271619976,22.6942752741,22.6017052375,22.1961023143,22.3982947625,22.3300852619,22.2009744214,21.4945188794,21.5980511571,21.940316687,22.8574908648,23.1851400731,23.8708891596,23.3276492083,24.3142509135,24.4689403167,24.359317905,24.2521315469,24.7161997564,22.6699147381,21.8051157125,23.15590743,22.5517661389,22.3422655298,22.3763702801,22.5724725944,22.1851400731,22.1546894032,20.8331303289,20.1132764921,21.4933008526,21.7734470158,21.2886723508,21.4116930572,21.299634592,21.2411693057,20.9451887942,20.6248477467,20.7137637028,20.9378806334,20.9110840438,20.9792935445,20.8355663825,20.5797807552,20.5931790499,21.0194884287,20.496954933,20.928136419,20.8964677223,20.7271619976,20.5176613886,20.6151035323,20.4591961023,20.7344701583,20.3727161998,20.2923264312,20.2362971985,19.6090133983,19.7661388551,18.7917174178,18.7344701583,18.4859926918,19.0036540804,18.6650426309
23.0328867235,22.1790499391,21.9719853837,24.5943970767,23.2180267966,23.5639464068,22.6796589525,23.1181485993,23.5505481121,21.7478684531,20.9549330085,21.3239951279,21.425091352,21.8647990256,21.490864799,23.5079171742,22.5554202192,20.8891595615,26.1352009744,26.7478684531,27.3373934227,28.6552984166,27.7015834348,26.9378806334,25.9354445798,27.0426309379,25.0487210719,26.0962241169,25.5310596833,27.6114494519,25.2655298417,23.4677222899,23.9476248477,23.9354445798,23.6236297199,22.9805115713,23.006090134,22.9866017052,23.143727162,23.0475030451,22.9232643118,22.5542021924,23.1157125457,23.059683313,22.2521315469,22.3666260658,22.3069427527,20.8416565164,20.7137637028,21.0925700365,20.8185140073,21.0986601705,21.0194884287,21.2082825822,20.9171741778,21.503045067,20.5298416565,20.5249695493,20.9549330085,20.1059683313,20.3215590743,20.1644336175,20.8477466504,19.4482338611,19.712545676,19.4567600487,19.1534713764,19.0621193666,20.3142509135,20.3922046285,18.353227771,17.8989037759,19.4750304507,20.0133982948,21.3934226553,20.4043848965,20.5822168088,20.6260657734,21.8160779537,20.796589525,21.8940316687,21.43727162,21.9902557856,21.8233861145,20.850182704,20.6991473812,20.077953715,20.2204628502,20.1157125457,21.4104750305,20.5066991474,21.065773447,20.3982947625,21.8246041413,29.6674786845,26.3349573691,26.71863581,25.6443361754,22.7271619976,21.215590743,22.3751522533,23.8721071864,24.2545676005,23.9269183922,24.8112058465,24.6735688185,23.275274056,22.7113276492,22.6991473812,22.5493300853,22.2570036541,22.347137637,22.3105968331,22.1924482339,21.6699147381,21.4007308161,21.8343483557,22.7710109622,23.9744214373,22.9902557856,23.8063337393,23.8915956151,24.3142509135,24.4275274056,24.0889159562,25.0341047503,22.7417783191,22.0560292326,23.2667478685,22.5639464068,22.0937880633,22.1412911084,22.5736906212,22.1717417783,21.9305724726,20.7137637028,20.2643118149,21.4859926918,21.7235079172,21.2411693057,21.3775883069,21.1875761267,21.1729598051,20.9110840438,20.8428745432,20.724725944,20.9829476248,20.934226553,21.012180268,20.7612667479,20.6382460414,20.5712545676,20.9171741778,20.5736906212,20.8355663825,20.8635809988,20.7454323995,20.8331303289,20.6419001218,20.5676004872,20.6869671133,20.3958587089,20.3020706456,20.1047503045,19.515225335,19.790499391,18.7381242387,18.8915956151,18.5347137637,18.9269183922,18.6881851401
22.634591961,22.1473812424,21.4555420219,24.4604141291,22.6613885505,23.5724725944,23.143727162,23.0925700365,23.5395858709,21.9610231425,21.0925700365,21.2046285018,21.3958587089,21.8258221681,21.3922046285,23.4348355664,22.443361754,21.2362971985,26.7637028015,26.6224116931,28.006090134,28.3812423873,27.7539585871,26.6650426309,26.0974421437,26.15590743,25.2107186358,25.6906211937,25.6552984166,27.1619975639,24.6370280146,23.503045067,24.0328867235,23.9926918392,23.568818514,23.3008526188,23.0012180268,23.5188794153,23.3605359318,23.1230207065,22.9512789281,22.4555420219,23.4774665043,22.3154689403,22.3252131547,22.4494518879,22.1851400731,21.0109622412,20.9305724726,21.1071863581,20.9561510353,21.15590743,21.0609013398,21.1753958587,20.3751522533,22.0133982948,21.0998781973,20.431181486,20.9780755177,20.012180268,20.2618757613,20.1181485993,20.8209500609,19.4945188794,19.3507917174,19.5103532278,19.0475030451,18.9975639464,20.7283800244,20.4287454324,18.1693057247,18.2058465286,19.5322777101,20.1352009744,21.3934226553,20.4202192448,20.6492082826,20.7271619976,22.0158343484,20.8124238733,21.7527405603,21.5858708892,21.8611449452,22.0487210719,20.6662606577,20.6626065773,19.9305724726,20.3349573691,20.1875761267,21.3580998782,20.6236297199,21.2302070646,20.556638246,22.0901339829,29.7028014616,27.1693057247,26.6455542022,26.2338611449,22.8221680877,21.2959805116,22.2825822168,23.856272838,24.4677222899,24.1230207065,24.3252131547,24.490864799,23.2460414129,22.6297198538,22.5736906212,22.4981729598,22.3349573691,22.0462850183,22.3702801462,21.9768574909,21.9098660171,21.4957369062,21.8574908648,22.8708891596,23.2886723508,24.1242387333,23.7222898904,24.1632155907,24.3276492083,24.2838002436,24.1839220463,24.856272838,22.4421437272,23.2545676005,22.6808769793,22.4031668697,22.215590743,22.0828258222,22.5578562728,22.2643118149,21.9805115713,21.0365408039,20.0304506699,21.4981729598,21.6967113276,21.4104750305,21.3495736906,21.2825822168,21.065773447,21.0962241169,20.9780755177,20.7259439708,20.9866017052,20.9427527406,21.0219244823,20.6601705238,20.6662606577,20.6979293544,21.0316686967,20.4799025579,20.9853836784,20.8380024361,20.6906211937,20.9695493301,20.6138855055,20.6224116931,20.6114494519,20.5066991474,20.3252131547,20.1741778319,19.5456760049,19.6869671133,18.8331303289,18.7271619976,18.4226552984,19.0426309379,18.6967113276
22.3995127893,22.3166869671,21.3325213155,24.2509135201,22.4543239951,23.0621193666,22.987819732,23.1887941535,23.1668696711,21.9646772229,21.2838002436,21.0852618758,21.1327649208,21.197320341,21.3861144945,23.9805115713,22.5761266748,21.2387332521,26.6626065773,26.6662606577,26.802679659,28.1717417783,27.0755176614,26.5042630938,26.0231425091,25.7600487211,25.3045066991,25.1181485993,26.6857490865,26.4007308161,24.6090133983,23.9658952497,24.1485992692,24.0548112058,23.341047503,23.43727162,23.1108404385,23.5542021924,23.0109622412,23.1632155907,23.0109622412,22.3093788063,22.7101096224,21.652862363,22.3105968331,22.5249695493,21.8574908648,21.0767356882,20.9366626066,21.1108404385,21.2545676005,21.2119366626,20.9232643118,21.1035322777,20.0962241169,22.0548112058,21.3434835566,20.4993909866,20.9719853837,20.0828258222,20.2009744214,20.2387332521,20.7503045067,19.6138855055,19.2021924482,19.5042630938,19.0182704019,19.006090134,20.8185140073,20.3057247259,18.2143727162,18.3203410475,19.5200974421,20.0609013398,21.2545676005,20.4567600487,20.6674786845,20.784409257,22.0876979294,20.7113276492,21.8611449452,21.2704019488,21.574908648,21.712545676,20.7040194884,20.6163215591,19.9902557856,20.6151035323,20.2338611449,21.2959805116,20.5249695493,21.2533495737,20.6431181486,22.2606577345,29.8708891596,27.2107186358,26.628501827,26.2959805116,22.9707673569,21.3861144945,22.2643118149,23.1936662607,24.2728380024,24.8477466504,24.0048721072,24.1364190012,23.2521315469,23.0073081608,22.5968331303,22.4263093788,22.5736906212,22.0328867235,22.8075517661,22.0816077954,22.1961023143,21.5371498173,21.9196102314,22.6857490865,22.8185140073,23.8197320341,23.6918392205,24.0828258222,24.341047503,24.3203410475,24.9037758831,24.7393422655,22.3763702801,23.3215590743,22.6126674787,22.4092570037,22.5834348356,22.1778319123,22.6626065773,22.1802679659,21.6930572473,21.0194884287,20.2302070646,21.7235079172,21.928136419,21.5651644336,21.3678440926,21.3093788063,21.1985383678,21.1546894032,20.9732034105,20.8148599269,21.0036540804,21.0950060901,21.0146163216,20.587088916,20.6077953715,20.6126674787,21.053593179,20.5176613886,20.9963459196,20.8635809988,20.7478684531,21.0109622412,20.4945188794,20.658952497,20.6516443362,20.5164433618,20.215590743,20.2801461632,19.4920828258,19.6077953715,18.6869671133,18.7612667479,18.6638246041,18.9975639464,18.784409257
22.4056029233,22.2131546894,21.3349573691,24.2423873325,22.3885505481,22.4652862363,22.7052375152,23.0499390987,23.0316686967,22.3045066991,21.6662606577,21.4043848965,21.1717417783,20.5883069428,21.5286236297,23.9732034105,22.7478684531,21.347137637,26.6967113276,26.8708891596,27.1230207065,28.3934226553,26.7149817296,26.556638246,26.0816077954,25.9476248477,25.3215590743,24.8599269184,26.7040194884,25.934226553,24.431181486,23.6102314251,23.7259439708,24.1510353228,23.3970767357,23.5420219245,23.5481120585,23.43727162,22.8197320341,23.2655298417,23.0645554202,22.490864799,22.4567600487,21.503045067,22.3325213155,22.1035322777,21.5578562728,21.5006090134,20.9817295981,21.0109622412,21.2070645554,21.2399512789,20.9293544458,21.0292326431,20.1656516443,21.4993909866,20.8952496955,20.4494518879,20.9062119367,20.0475030451,20.3252131547,20.3239951279,20.6796589525,19.6540803898,19.2496954933,19.5115712546,18.9622411693,19.1632155907,20.8842874543,20.3300852619,18.2375152253,18.4506699147,19.5676004872,20.0998781973,21.2326431181,20.5334957369,20.8063337393,20.7149817296,21.9573690621,20.7222898904,21.7320341048,21.1425091352,21.3227771011,22.1084043849,20.9049939099,20.8014616322,20.1096224117,20.9671132765,20.3836784409,21.2570036541,20.4677222899,21.1595615104,20.5432399513,22.3568818514,29.7637028015,26.4811205847,26.6187576127,26.353227771,22.9732034105,21.3057247259,22.2667478685,23.3836784409,23.7028014616,24.4652862363,23.856272838,23.7880633374,24.0182704019,22.6090133983,22.6662606577,22.4104750305,22.7235079172,22.0937880633,22.4689403167,22.2947624848,22.3118148599,21.5140073082,21.9208282582,22.3483556638,23.359317905,23.9013398295,23.3641900122,23.5858708892,23.9926918392,24.1924482339,24.4116930572,24.2448233861,22.3398294762,22.8611449452,22.7417783191,22.353227771,22.4348355664,22.1778319123,22.640682095,22.1924482339,22.0170523752,20.9330085262,20.5066991474,21.6869671133,21.6881851401,21.4859926918,21.2326431181,21.1887941535,21.215590743,21.2143727162,20.9549330085,20.7624847747,21.0645554202,21.1023142509,20.8952496955,20.7868453106,20.7551766139,20.6808769793,20.993909866,20.5931790499,20.8915956151,20.9841656516,20.7235079172,20.9537149817,20.5286236297,20.6565164434,20.6686967113,20.6833130329,19.9780755177,20.3264311815,19.6942752741,19.6686967113,18.8989037759,18.8221680877,18.7576126675,19.0621193666,18.9817295981
22.3398294762,22.143727162,21.5408038977,23.712545676,22.3678440926,22.2326431181,22.6479902558,23.2411693057,22.6309378806,22.371498173,21.2375152253,21.3422655298,21.8075517661,20.5298416565,21.6297198538,23.8647990256,22.7978075518,21.359317905,26.3556638246,27.0146163216,26.0669914738,27.2728380024,26.7283800244,27.0024360536,26.0889159562,25.8233861145,25.2667478685,25.4092570037,25.9805115713,25.5103532278,24.3739342266,23.796589525,23.9001218027,24.1327649208,23.484774665,23.6711327649,23.0864799026,23.0803897686,22.7868453106,23.0889159562,23.0548112058,22.2058465286,21.8489646772,21.6382460414,22.2704019488,21.9086479903,21.6090133983,21.443361754,21.1084043849,20.8672350792,20.347137637,21.2436053593,20.8660170524,20.8587088916,20.3313032887,21.1084043849,20.3300852619,20.4591961023,20.8014616322,19.9232643118,20.2582216809,20.3909866017,20.4859926918,19.7040194884,19.2655298417,19.5347137637,18.9549330085,19.2436053593,20.790499391,20.2009744214,18.1583434836,18.6735688185,19.5481120585,20.0986601705,21.3057247259,20.6760048721,20.9805115713,20.7052375152,22.2898903776,20.7856272838,21.5468940317,21.1205846529,21.3057247259,21.5274056029,21.5164433618,21.1583434836,20.1827040195,20.6638246041,20.4518879415,21.0962241169,20.5822168088,21.149817296,20.3763702801,22.7917174178,29.9476248477,26.4543239951,26.5213154689,26.3020706456,22.9037758831,21.2168087698,22.4177831912,23.2971985384,24.0962241169,24.0730816078,23.9610231425,23.6796589525,24.0462850183,22.7222898904,22.7539585871,22.4092570037,23.053593179,22.6236297199,22.5736906212,22.2107186358,22.3057247259,21.5420219245,22.0316686967,22.2545676005,22.9269183922,23.6151035323,23.4567600487,23.4482338611,23.3325213155,23.706455542,24.7429963459,23.5968331303,22.2314250914,22.84409257,22.6638246041,22.299634592,22.6942752741,21.9183922046,22.7454323995,22.0950060901,21.2375152253,20.9135200974,20.1510353228,21.6431181486,21.353227771,21.5822168088,21.1266747868,21.2143727162,21.2655298417,21.2789281364,20.9524969549,20.9269183922,21.1619975639,21.1132764921,20.8830694275,20.6735688185,20.8647990256,20.9257003654,21.071863581,20.556638246,20.6857490865,20.9719853837,20.730816078,20.850182704,20.8392204629,20.5578562728,20.5408038977,20.6601705238,20.3422655298,20.4701583435,19.7356881851,19.4238733252,18.9001218027,18.8258221681,18.6942752741,18.9098660171,19.1863580999
22.628501827,22.2728380024,21.4555420219,23.0682095006,22.5773447016,22.4531059683,22.2436053593,22.8404384896,22.4445797808,20.9866017052,21.5237515225,21.9512789281,21.587088916,20.6979293544,21.6382460414,23.8367844093,22.7734470158,21.275274056,27.0146163216,27.15590743,25.0292326431,26.9987819732,26.3678440926,27.0803897686,25.8209500609,26.5359317905,25.5420219245,25.1352009744,25.2740560292,25.2825822168,24.1120584653,23.6930572473,24.0194884287,24.0133982948,23.4786845311,23.3459196102,22.8611449452,23.2119366626,23.1814859927,23.4043848965,22.3422655298,22.3069427527,21.8453105968,21.7332521315,22.1120584653,22.0950060901,21.6492082826,21.5200974421,21.0621193666,20.6760048721,20.1157125457,21.1900121803,20.7953714982,20.8246041413,20.4506699147,21.0304506699,20.1924482339,20.5274056029,20.71863581,19.8051157125,20.1887941535,20.1400730816,20.43727162,19.7283800244,19.4177831912,19.6601705238,18.9537149817,19.365408039,20.7344701583,20.3337393423,18.1948842875,18.7856272838,19.634591961,19.8392204629,21.2119366626,20.7612667479,20.6017052375,20.7393422655,22.724725944,20.8051157125,21.3885505481,20.9866017052,21.1388550548,20.9512789281,21.6138855055,21.071863581,20.4299634592,19.8233861145,20.4531059683,21.1571254568,20.5444579781,21.0828258222,20.3580998782,22.6638246041,30.0511571255,26.0682095006,26.5980511571,26.3629719854,22.7819732034,21.2533495737,22.3946406821,23.3909866017,23.7588306943,24.0377588307,23.8038976857,23.6126674787,23.3958587089,22.6479902558,22.7831912302,22.4616321559,22.3995127893,22.6260657734,22.6211936663,22.0645554202,22.1741778319,21.7052375152,21.9366626066,22.2667478685,22.9866017052,23.6077953715,23.2728380024,23.6954933009,23.3775883069,23.5115712546,24.3739342266,23.7880633374,22.2923264312,23.2667478685,22.5773447016,22.3836784409,22.730816078,22.1461632156,22.8647990256,22.0572472594,21.802679659,20.987819732,20.0560292326,21.7868453106,21.3958587089,21.4470158343,21.1863580999,21.2740560292,21.4092570037,21.2399512789,20.9524969549,21.1412911084,21.1339829476,20.9257003654,20.9037758831,20.7637028015,20.9902557856,20.8818514007,21.1400730816,20.5420219245,20.8465286236,20.9354445798,20.84409257,20.8294762485,20.8063337393,20.5797807552,20.6260657734,20.5042630938,20.6662606577,20.269183922,19.8915956151,19.5883069428,18.9439707674,18.7746650426,18.6552984166,19.0243605359,19.1144945189
22.7527405603,22.4823386114,21.3605359318,22.9756394641,22.6492082826,22.0962241169,22.5042630938,22.8903775883,22.7624847747,19.3812423873,21.5724725944,22.0499390987,21.1802679659,20.940316687,21.8306942753,23.9232643118,22.7429963459,22.4299634592,27.4043848965,27.1522533496,24.574908648,27.071863581,27.0036540804,26.9086479903,25.6930572473,26.5127892814,25.7015834348,25.0742996346,25.9257003654,25.1680876979,24.1218026797,23.6492082826,24.012180268,23.9378806334,23.4360535932,22.5919610231,22.850182704,23.2679658952,23.3690621194,23.3434835566,22.084043849,22.3252131547,21.7563946407,21.7539585871,21.6492082826,22.077953715,21.5200974421,21.6175395859,21.0341047503,20.6881851401,20.2911084044,21.2131546894,20.8355663825,20.9378806334,20.8855054811,20.7600487211,20.3678440926,20.7283800244,20.7880633374,19.856272838,20.1218026797,20.1644336175,20.2082825822,19.724725944,19.5225334957,19.7149817296,18.9378806334,19.4031668697,20.628501827,20.3763702801,18.209500609,18.7746650426,19.4591961023,19.9439707674,21.1717417783,20.7466504263,20.4348355664,22.0438489647,22.8976857491,20.987819732,21.9269183922,21.4019488429,21.197320341,20.9123020706,20.8306942753,20.3288672351,20.4409257004,19.5968331303,20.5663824604,21.12545676,20.5529841657,21.1668696711,20.4725943971,22.7941534714,29.9171741778,26.2265529842,26.5736906212,26.2789281364,22.712545676,21.3020706456,22.4750304507,23.4153471376,23.7478684531,23.9914738124,23.1839220463,23.3751522533,23.3629719854,22.6626065773,22.6711327649,22.4409257004,22.8806333739,22.6090133983,22.5383678441,22.0523751523,21.9792935445,21.6516443362,22.1400730816,23.0426309379,23.3666260658,23.5225334957,22.8355663825,23.634591961,23.1534713764,23.1997563946,24.1327649208,23.7113276492,22.3922046285,23.1583434836,22.509135201,22.5115712546,22.7405602923,22.1778319123,22.8343483557,21.9476248477,22.1583434836,20.9987819732,20.1571254568,21.7990255786,21.3934226553,21.4177831912,21.1534713764,21.0328867235,21.15590743,21.1632155907,21.0231425091,21.1961023143,21.1924482339,20.7697929354,20.8574908648,20.7040194884,20.9305724726,20.9354445798,21.1193666261,20.628501827,21.0194884287,20.9305724726,20.9841656516,20.8526187576,20.6370280146,20.556638246,20.6199756395,20.6065773447,20.6808769793,20.4214372716,19.5797807552,19.5408038977,18.9707673569,18.8489646772,18.6138855055,19.1875761267,19.3641900122
22.7210718636,22.6967113276,21.3788063337,22.9062119367,22.5724725944,21.7405602923,22.5676004872,22.8246041413,22.5663824604,18.0097442144,21.8355663825,21.8574908648,21.149817296,21.0487210719,22.353227771,23.5931790499,22.7771010962,23.7576126675,27.8063337393,27.5334957369,24.9707673569,27.1400730816,26.6138855055,26.9524969549,25.8185140073,25.359317905,26.9049939099,25.5383678441,25.6187576127,25.1096224117,24.1522533496,23.6808769793,24.0194884287,24.053593179,23.4056029233,22.9244823386,22.8989037759,23.8355663825,23.5347137637,23.4531059683,22.1985383678,22.2119366626,22.0889159562,21.8660170524,21.5700365408,22.0231425091,21.7381242387,21.9719853837,21.0304506699,20.9512789281,20.5213154689,21.1790499391,20.8635809988,20.8928136419,21.0694275274,20.6930572473,20.1912302071,21.0048721072,20.6004872107,19.9500609013,20.0901339829,20.1778319123,20.0950060901,19.9537149817,19.5578562728,19.7210718636,18.8989037759,19.365408039,20.5481120585,20.3166869671,18.2533495737,18.8367844093,19.4884287454,19.8647990256,21.0499390987,20.7880633374,20.5578562728,22.7052375152,22.8867235079,21.0974421437,22.084043849,21.5249695493,21.3130328867,20.9196102314,20.4616321559,20.012180268,20.0986601705,19.7052375152,20.7490864799,20.9926918392,20.9001218027,21.2509135201,20.4555420219,22.5420219245,29.8599269184,26.8660170524,26.5481120585,25.9695493301,22.7381242387,21.3239951279,22.4884287454,23.3288672351,23.5676004872,24.6869671133,24.143727162,23.2764920828,23.365408039,22.6577344702,23.065773447,22.5225334957,22.5639464068,22.3666260658,22.3995127893,22.4214372716,21.987819732,21.7673568819,22.4652862363,23.3142509135,23.9390986602,23.6991473812,23.1607795371,23.6894031669,23.6126674787,23.0694275274,23.5054811206,24.7588306943,22.496954933,23.1632155907,22.9086479903,22.6979293544,22.3861144945,22.1193666261,22.8514007308,22.0073081608,22.2862362972,20.7929354446,20.4811205847,21.7588306943,21.5883069428,21.1887941535,21.0341047503,21.077953715,21.2265529842,21.2314250914,21.077953715,21.1364190012,21.1534713764,20.9634591961,20.8197320341,20.6735688185,20.9037758831,20.9537149817,21.065773447,20.7941534714,21.0730816078,21.0304506699,21.1388550548,20.8818514007,20.6224116931,20.5700365408,20.5420219245,20.5249695493,20.4177831912,20.2947624848,19.6479902558,19.6041412911,18.9183922046,18.9305724726,18.8794153471,19.209500609,19.4019488429
